shape,center_x,center_y,size,color_bgr,image_name
circle,335,222,44,"(0, 255, 255)",scene_101.png
square,73,199,49,"(255, 255, 0)",scene_102.png
pentagon,119,405,25,"(0, 255, 0)",scene_102.png
circle,330,260,45,"(255, 0, 255)",scene_102.png
triangle,315,235,40,"(255, 0, 0)",scene_102.png
triangle,270,154,48,"(0, 255, 0)",scene_102.png
circle,247,440,42,"(255, 0, 0)",scene_102.png
triangle,96,454,37,"(255, 0, 255)",scene_102.png
circle,175,365,54,"(0, 255, 255)",scene_103.png
square,316,106,53,"(0, 255, 255)",scene_103.png
pentagon,303,236,25,"(255, 0, 255)",scene_103.png
rectangle,294,234,40,"(255, 0, 0)",scene_103.png
triangle,180,219,47,"(255, 0, 0)",scene_103.png
triangle,353,146,37,"(0, 255, 0)",scene_103.png
square,208,382,50,"(0, 0, 255)",scene_103.png
triangle,309,442,51,"(255, 255, 0)",scene_103.png
square,397,116,40,"(255, 0, 0)",scene_103.png
square,371,409,29,"(255, 0, 255)",scene_103.png
rectangle,298,323,49,"(255, 0, 255)",scene_104.png
circle,198,130,54,"(0, 0, 255)",scene_104.png
triangle,141,324,53,"(255, 0, 255)",scene_104.png
triangle,266,397,41,"(0, 0, 255)",scene_104.png
circle,104,244,57,"(0, 255, 255)",scene_104.png
circle,386,83,51,"(255, 255, 0)",scene_104.png
triangle,323,311,35,"(0, 0, 255)",scene_104.png
circle,222,397,50,"(255, 255, 0)",scene_105.png
pentagon,356,404,41,"(255, 0, 255)",scene_105.png
rectangle,204,239,47,"(0, 255, 255)",scene_105.png
pentagon,268,77,55,"(255, 255, 0)",scene_105.png
triangle,222,324,29,"(255, 0, 255)",scene_105.png
triangle,99,89,53,"(255, 0, 255)",scene_105.png
circle,224,288,31,"(0, 0, 255)",scene_105.png
circle,340,446,32,"(0, 255, 0)",scene_105.png
triangle,291,159,57,"(255, 0, 255)",scene_105.png
triangle,190,313,37,"(255, 0, 255)",scene_105.png
circle,180,356,41,"(255, 0, 0)",scene_105.png
circle,385,376,52,"(0, 255, 255)",scene_106.png
circle,205,369,43,"(0, 0, 255)",scene_106.png
pentagon,170,305,29,"(0, 255, 255)",scene_106.png
triangle,78,280,50,"(255, 0, 0)",scene_106.png
circle,196,373,60,"(255, 0, 255)",scene_106.png
square,100,240,38,"(255, 0, 255)",scene_106.png
circle,247,206,45,"(0, 255, 255)",scene_106.png
square,48,382,33,"(0, 0, 255)",scene_106.png
circle,315,424,52,"(0, 255, 0)",scene_106.png
pentagon,194,250,44,"(255, 255, 0)",scene_106.png
circle,142,103,51,"(255, 0, 0)",scene_106.png
square,217,110,44,"(255, 255, 0)",scene_106.png
square,130,238,45,"(0, 255, 0)",scene_107.png
pentagon,213,358,60,"(0, 0, 255)",scene_107.png
triangle,200,111,46,"(255, 0, 255)",scene_107.png
square,190,98,31,"(255, 0, 255)",scene_107.png
triangle,115,238,33,"(0, 0, 255)",scene_107.png
pentagon,209,388,51,"(255, 255, 0)",scene_107.png
pentagon,377,72,47,"(0, 255, 255)",scene_107.png
rectangle,106,114,54,"(0, 0, 255)",scene_107.png
triangle,391,50,25,"(255, 0, 0)",scene_107.png
pentagon,266,391,52,"(255, 0, 255)",scene_108.png
square,151,365,59,"(0, 0, 255)",scene_108.png
triangle,171,433,41,"(0, 255, 255)",scene_108.png
square,422,252,32,"(255, 255, 0)",scene_108.png
triangle,238,190,48,"(255, 0, 0)",scene_108.png
square,238,186,39,"(255, 0, 255)",scene_108.png
pentagon,412,122,31,"(0, 255, 255)",scene_109.png
square,182,108,29,"(0, 255, 255)",scene_109.png
rectangle,392,414,45,"(255, 0, 255)",scene_109.png
pentagon,261,238,60,"(255, 0, 255)",scene_109.png
circle,307,91,50,"(255, 0, 255)",scene_109.png
triangle,417,130,51,"(0, 255, 255)",scene_109.png
triangle,385,349,27,"(255, 255, 0)",scene_109.png
triangle,300,125,45,"(0, 0, 255)",scene_109.png
rectangle,142,321,53,"(0, 0, 255)",scene_109.png
square,104,244,49,"(0, 255, 0)",scene_110.png
triangle,422,402,53,"(0, 255, 0)",scene_110.png
circle,421,338,58,"(255, 0, 0)",scene_110.png
rectangle,161,358,48,"(0, 255, 0)",scene_110.png
triangle,134,151,53,"(0, 255, 0)",scene_110.png
circle,65,336,33,"(0, 255, 255)",scene_110.png
rectangle,422,413,48,"(255, 0, 0)",scene_110.png
triangle,98,225,30,"(255, 255, 0)",scene_111.png
pentagon,378,368,52,"(255, 0, 0)",scene_111.png
circle,346,323,49,"(0, 255, 0)",scene_111.png
rectangle,294,352,31,"(0, 0, 255)",scene_111.png
triangle,350,366,40,"(255, 255, 0)",scene_111.png
triangle,391,165,55,"(255, 0, 255)",scene_111.png
pentagon,151,217,41,"(255, 255, 0)",scene_111.png
pentagon,343,274,59,"(255, 0, 0)",scene_112.png
pentagon,123,174,45,"(255, 0, 0)",scene_112.png
pentagon,253,322,42,"(0, 255, 0)",scene_112.png
square,374,108,46,"(0, 255, 0)",scene_112.png
circle,376,394,25,"(255, 0, 255)",scene_112.png
circle,123,231,36,"(0, 255, 255)",scene_112.png
circle,322,102,41,"(0, 0, 255)",scene_112.png
rectangle,294,161,60,"(0, 255, 255)",scene_112.png
pentagon,451,157,39,"(255, 255, 0)",scene_112.png
square,241,291,45,"(255, 0, 0)",scene_112.png
rectangle,202,397,39,"(255, 0, 255)",scene_112.png
pentagon,218,461,33,"(0, 0, 255)",scene_112.png
square,302,174,31,"(0, 255, 0)",scene_112.png
rectangle,96,465,29,"(255, 0, 255)",scene_112.png
pentagon,171,86,30,"(255, 0, 255)",scene_113.png
rectangle,411,412,42,"(0, 0, 255)",scene_113.png
pentagon,236,264,38,"(0, 255, 0)",scene_113.png
pentagon,400,119,58,"(255, 0, 0)",scene_113.png
square,75,374,56,"(255, 255, 0)",scene_113.png
square,459,471,25,"(255, 0, 255)",scene_113.png
circle,274,239,40,"(0, 255, 255)",scene_113.png
circle,390,254,50,"(0, 255, 0)",scene_113.png
triangle,383,108,40,"(255, 0, 0)",scene_113.png
triangle,386,195,51,"(255, 0, 0)",scene_113.png
square,212,220,35,"(0, 255, 0)",scene_113.png
pentagon,215,208,26,"(0, 255, 255)",scene_113.png
triangle,164,337,49,"(0, 255, 255)",scene_113.png
circle,179,322,36,"(255, 0, 0)",scene_114.png
circle,190,214,30,"(0, 0, 255)",scene_114.png
square,409,469,26,"(255, 0, 255)",scene_114.png
square,374,305,57,"(255, 255, 0)",scene_114.png
square,396,447,25,"(255, 0, 0)",scene_114.png
square,440,378,41,"(0, 255, 255)",scene_114.png
triangle,411,438,44,"(255, 0, 0)",scene_114.png
triangle,426,370,29,"(0, 255, 0)",scene_114.png
triangle,334,196,45,"(255, 0, 0)",scene_114.png
pentagon,186,433,59,"(0, 255, 255)",scene_114.png
circle,261,118,26,"(255, 255, 0)",scene_114.png
pentagon,313,208,50,"(255, 0, 255)",scene_114.png
square,438,129,48,"(0, 255, 255)",scene_115.png
rectangle,144,189,25,"(255, 0, 255)",scene_115.png
triangle,308,446,42,"(0, 0, 255)",scene_115.png
triangle,424,134,31,"(255, 0, 255)",scene_115.png
square,453,353,42,"(0, 0, 255)",scene_115.png
circle,121,97,52,"(255, 0, 255)",scene_115.png
square,356,247,27,"(255, 0, 255)",scene_115.png
triangle,341,356,57,"(255, 0, 255)",scene_115.png
pentagon,385,390,51,"(0, 0, 255)",scene_115.png
square,110,342,29,"(0, 0, 255)",scene_116.png
triangle,71,334,35,"(0, 255, 255)",scene_116.png
pentagon,246,241,38,"(255, 255, 0)",scene_116.png
square,453,272,30,"(255, 0, 255)",scene_116.png
square,454,339,30,"(255, 255, 0)",scene_116.png
circle,369,384,30,"(255, 0, 255)",scene_116.png
circle,189,268,32,"(255, 255, 0)",scene_117.png
square,450,205,25,"(0, 0, 255)",scene_117.png
pentagon,221,394,27,"(255, 0, 255)",scene_117.png
circle,393,450,42,"(255, 255, 0)",scene_117.png
circle,250,276,56,"(255, 0, 255)",scene_117.png
square,317,278,51,"(255, 0, 255)",scene_117.png
triangle,107,422,56,"(255, 0, 255)",scene_117.png
square,216,190,51,"(255, 0, 0)",scene_117.png
rectangle,239,160,38,"(0, 255, 0)",scene_117.png
rectangle,212,173,44,"(0, 0, 255)",scene_118.png
pentagon,373,438,28,"(255, 0, 0)",scene_118.png
pentagon,73,306,38,"(255, 255, 0)",scene_118.png
square,97,148,56,"(255, 255, 0)",scene_118.png
circle,364,226,49,"(0, 0, 255)",scene_118.png
pentagon,186,155,59,"(255, 0, 255)",scene_118.png
rectangle,373,355,40,"(255, 0, 0)",scene_118.png
pentagon,309,338,52,"(255, 0, 255)",scene_118.png
circle,141,201,57,"(0, 255, 0)",scene_118.png
triangle,105,434,48,"(255, 255, 0)",scene_118.png
triangle,315,142,29,"(0, 255, 0)",scene_119.png
rectangle,429,68,42,"(0, 255, 255)",scene_119.png
square,367,321,34,"(255, 255, 0)",scene_119.png
pentagon,201,341,43,"(0, 255, 255)",scene_119.png
triangle,292,97,52,"(255, 0, 255)",scene_119.png
square,416,160,38,"(255, 0, 255)",scene_119.png
square,310,293,27,"(255, 0, 255)",scene_119.png
triangle,401,355,39,"(255, 255, 0)",scene_119.png
circle,98,81,57,"(0, 255, 255)",scene_119.png
rectangle,152,245,59,"(255, 0, 0)",scene_119.png
pentagon,181,373,31,"(0, 255, 255)",scene_119.png
